Compound ID;InChIKey;SMILES;logS;logP;MW
C9095;LREQLEBVOXIEOM-UHFFFAOYSA-N;CC(CCCC(O)(C)C)N;-0,02;1,98;145,24
C9096;LLQWRFCGJTVBGN-UYXJWNHNSA-N;S[C@@H]1CC[C@H]1C[NH3+].[Cl-];-0,02;-3,06;153,67
C9097;LLQWRFCGJTVBGN-TYSVMGFPSA-N;S[C@@H]1CC[C@@H]1C[NH3+].[Cl-];-0,02;-3,06;153,67
C9098;AQWXWWDWJQADPU-UYXJWNHNSA-N;N[C@@H]1CC[C@H]1CS.Cl;-0,02;2,16;153,67
C9099;ONBWJWYUHXVEJS-ZTYRTETDSA-N;O[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2NCC3)ccc1O;-0,02;1,18;271,31
C9100;ZEYOIOAKZLALAP-UHFFFAOYSA-M;CC(=O)Nc1c(I)c(NC(=O)C)c(c(c1I)C(=O)[O-])I.[Na+];-0,02;1,93;635,9
C9101;XWTYSIMOBUGWOL-UHFFFAOYSA-N;OC(c1cc(O)cc(c1)O)CNC(C)(C)C;-0,02;1,91;225,28
C9102;PLRXAFVBCHEMGD-UHFFFAOYSA-N;OCCCN1CCCCC1;-0,02;0,79;143,23
C9103;HOAZZPXYRQORAE-UHFFFAOYSA-N;OCCNC(C(F)(F)F)(C(F)(F)F)O;-0,02;0,77;227,11
C1558;VXIVSQZSERGHQP-UHFFFAOYSA-N;NC(=O)CCl;-0,02;0,41;93,51
C1559;PHMBVCPLDPDESM-ULAWRXDQSA-N;O[C@@H]1C[C@H]2CC[C@@H]([C@H]1C(=O)O)N2C;-0,02;-0,15;185,22
C9104;WXVVDXRFHVTKKE-UHFFFAOYSA-M;[O-][Cl](=O)(=O)=O.CCCN(/C=C/C=C/C=[N+](CCC)CCC)CCC;-0,01;4,3;364,91
C9105;XQQWVNSDJQEAKL-UHFFFAOYSA-M;C[n+]1ccc(cc1)c1cccs1.[I-];-0,01;-0,76;303,16
C9106;VXMNWNHDIDBDCN-UHFFFAOYSA-M;C[n+]1ccc(cc1)c1cscc1.[I-];-0,01;-0,76;303,16
C9107;ZNPQLXDWQPMSMR-UHFFFAOYSA-N;ClCCNCC.Cl;-0,01;2,03;144,04
C9108;RJYGSOJCBZUNFI-UHFFFAOYSA-N;NCC(Sc1ccccc1)(O)C;-0,01;2,15;183,27
C1560;ZTQSAGDEMFDKMZ-UHFFFAOYSA-N;CCCC=O;-0,01;0,99;72,11
C9109;DLNKOYKMWOXYQA-CBAPKCEASA-N;O[C@H](c1ccccc1)[C@@H](N)C;0;1,77;151,21
C9110;DLNKOYKMWOXYQA-APPZFPTMSA-N;O[C@H](c1ccccc1)[C@H](N)C;0;1,77;151,21
C9111;DLNKOYKMWOXYQA-VXNVDRBHSA-N;O[C@@H](c1ccccc1)[C@H](N)C;0;1,77;151,21
C9112;PTOLALBYYJIENX-UHFFFAOYSA-M;CC(=O)Oc1c(C)cc(cc1[N+](C)(C)C)C.[Br-];0;-0,57;302,21
C1561;ISWSIDIOOBJBQZ-UHFFFAOYSA-N;Oc1ccccc1;0;1,39;94,11
C1562;LRHPLDYGYMQRHN-UHFFFAOYSA-N;CCCCO;0;0,78;74,12
C9113;YLXIPWWIOISBDD-NDAAPVSOSA-N;O[C@H]([C@H](C(=O)O)O)C(=O)O.CNC[C@@H](c1ccc(c(c1)O)O)O;0;-1,38;333,29
C9114;QAHREYKOYSIQPH-UHFFFAOYSA-L;[O-]C(=O)C.[O-]C(=O)C.[Co+2];0;-2,49;177,02
C9115;FOCVUCIESVLUNU-UHFFFAOYSA-N;S=P(N1CC1)(N1CC1)N1CC1;0,001;0,62;189,22
C9116;FOGDPGQSHLLYIK-XYQGXRRISA-N;CN[C@H]1[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@@]3(O[C@@H]2[C@H]([C@H]1O)NC)O.Cl.Cl;0,001;-0,54;405,27
C9117;ZATQNAGGARBGCM-UHFFFAOYSA-N;CCOCC(COC(C)C)O;0,002;0,81;162,23
C9118;QXLPXWSKPNOQLE-UHFFFAOYSA-N;CC(C#C)(CC)O;0,003;0,78;98,14
C9119;GMQNYSMZUWAAIN-UHFFFAOYSA-L;[O-]C(=O)c1n(C)c(C(=O)[O-])c(c(=O)c1I)I.[Na+].[Na+];0,006;-1,68;492,9
C9120;ZFPGARUNNKGOBB-UHFFFAOYSA-N;CCN1CCCC1=O;0,006;0,57;113,16
C9121;TWXDDNPPQUTEOV-FVGYRXGTSA-N;CN[C@H](Cc1ccccc1)C.Cl;0,007;3,03;185,69
C9122;HBGOLJKPSFNJSD-UHFFFAOYSA-N;Oc1ccc(c(c1)S(=O)(=O)O)O.CCNCC;0,008;2,43;263,31
C9123;RZCJLMTXBMNRAD-UHFFFAOYSA-N;CC(Cc1ccc(cc1)O)N.Br;0,009;2,94;232,12
C1563;QRXWMOHMRWLFEY-UHFFFAOYSA-N;NNC(=O)c1ccncc1;0,01;0,78;137,14
C1564;CERQOIWHTDAKMF-UHFFFAOYSA-N;CC(=C)C(=O)O;0,01;0,65;86,09
C9124;ICFJFFQQTFMIBG-UHFFFAOYSA-N;N/C(=N\CCc1ccccc1)/N=C(N)N;0,01;1,92;205,26
C9125;MRRBSAJNXHXCBL-UHFFFAOYSA-N;O=CNc1cc(ccc1O)[As](=O)(O)O;0,013;-0,77;261,06
C9126;CGRKCGWEOIQFRD-UHFFFAOYSA-N;Nc1ccc(cc1)S(=O)(=O)[NH-].[Na+];0,019;2,67;194,19
C1565;CPNGPNLZQNNVQM-UHFFFAOYSA-N;c1ncc2c(n1)nccn2;0,02;0,42;132,12
C1709;RKUNBYITZUJHSG-SPUOUPEWSA-N;"c1ncc2c(n1)nccn2	";0,02;0,42;132,12
C9127;IKQRPFTXKQQLJF-IAHYZSEUSA-N;CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1C[C@H]1C(=C(O)c3c([C@@]1(C)O)cccc3O)C2=O)O)O)C(=O)NCN1CCCC1)C;0,022;0,64;527,57
C9128;XWJVPBHZMKZXII-UHFFFAOYSA-N;S=C1NC(=CC(N1)(C)C)C;0,023;1,8;156,25
C9129;NEDVJZNVOSNSHF-ZNHDNBJUSA-N;[O-][N+](=O)[O-].OCC(c1ccccc1)C(=O)OC1C[C@@H]2CC[C@H](C1)[N+]2(C)C;0,024;2,32;366,41
C9130;GYDJEQRTZSCIOI-UHFFFAOYSA-N;NCC1CCC(CC1)C(=O)O;0,025;1,54;157,21
C9131;ZUFQODAHGAHPFQ-UHFFFAOYSA-N;OCc1c(CO)cnc(c1O)C.Cl;0,029;0,88;205,64
C9132;NKWCGTOZTHZDHB-UHFFFAOYSA-N;OC(=O)c1cnc[nH]1;0,029;0,11;112,09
C9133;TZFNLOMSOLWIDK-JTQLQIEISA-N;NN[C@](C(=O)O)(Cc1ccc(c(c1)O)O)C;0,033;1,04;226,23
C9134;KETSPIPODMGOEJ-UHFFFAOYSA-B;[O-]P(=O)(OC1C(OP(=O)([O-])[O-])C(OP(=O)([O-])[O-])C(C(C1OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+];0,034;2,13;923,82
C9135;PLUBXMRUUVWRLT-UHFFFAOYSA-N;CCOS(=O)(=O)C;0,034;1,06;124,16
C1566;ZXEKIIBDNHEJCQ-UHFFFAOYSA-N;OCC(C)C;0,039;0,63;74,12
C1567;MBDUIEKYVPVZJH-UHFFFAOYSA-N;CCS(=O)(=O)CC;0,039;1,52;122,19
C9136;SIBFQOUHOCRXDL-UHFFFAOYSA-N;OCC(CBr)O;0,042;-0,27;154,99
C9137;UCKYOOZPSJFJIZ-XVKVHKPRSA-N;OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)N1CCC(NC1=O)O;0,046;-2,57;248,23
C9138;BNHGKKNINBGEQL-UHFFFAOYSA-M;CCC1(CCC(C)C)C(=O)NC(=NC1=O)[O-].[Na+];0,049;1,03;248,25
C9139;REEUVFCVXKWOFE-UHFFFAOYSA-K;CC[N+](CCOc1c(OCC[N+](CC)(CC)CC)cccc1OCC[N+](CC)(CC)CC)(CC)CC.[I-].[I-].[I-];0,049;-3,54;891,53
C9140;WPEXVRDUEAJUGY-UHFFFAOYSA-B;[O-]P(=O)(OC1C(OP(=O)([O-])[O-])C(OP(=O)([O-])[O-])C(C(C1OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])[O-].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2];0,051;2,13;888,41
C9141;QAKJEUIMEVJFTM-UHFFFAOYSA-N;OCC(COc1ccc(cc1)O)O;0,052;0,12;184,19
C9142;FSGOAEWOBMTEJB-UHFFFAOYSA-N;OCC(COc1ccccc1C(=O)N)O;0,053;0,22;211,22
C9143;CRXGSOIRPYQOTQ-UHFFFAOYSA-N;NCC1CCC(C(O1)OC1C(NC)CC(C(C1O)OC1OCC(C(C1O)NC)(C)O)N)N;0,054;-0,83;463,57
C9144;VQKLRVZQQYVIJW-UHFFFAOYSA-N;NNc1nnc(c2c1cccc2)NN;0,054;1,75;190,21
C9145;ZHFKPNWWDXTOHY-UHFFFAOYSA-L;[O-]C(=O)C(Cc1cnc[nH]1)N.[O-]C(=O)C(Cc1cnc[nH]1)N.[Co+2];0,057;-2,54;367,23
C9146;VSYMNYNQYZDAPD-UHFFFAOYSA-N;O=C1C(=CC(=O)c2c1cccn2)NCCN1CCOCC1;0,057;0,6;287,31
C9147;QVCMHGGNRFRMAD-XFGHUUIASA-N;O=C1O[C@@H]2CCN3[C@@H]2C(=CC3)COC(=O)[C@]([C@]([C@H]1C)(C)O)(C)O;0,059;-0,45;325,36
C1568;IQCHKMQERZPOIJ-UHFFFAOYSA-N;Cc1cnc2c(n1)cncn2;0,059;0,73;146,15
C1569;KOCYTWBTXZOUFS-UHFFFAOYSA-N;Cc1cnc2c(n1)ncnc2;0,059;0,73;146,15
C9148;UILJIUFPKKZQQS-UHFFFAOYSA-N;CN1C(C)(C)CNCC1(C)C;0,063;1,35;156,27
C9149;NPGJXAIEICLLSP-UHFFFAOYSA-N;NCCCCNCCCSP(=O)(O)O.C.C;0,064;2,89;274,36
C9150;BCXCABRDBBWWGY-UHFFFAOYSA-N;CN(Cc1ccccc1)CC#C.Cl;0,064;2,55;195,69
C9151;FYAMXEPQQLNQDM-UHFFFAOYSA-N;O=P(N1CC1)(N1CC1)N1CC1;0,064;-0,15;173,15
C9152;CSNNHWWHGAXBCP-UHFFFAOYSA-L;[O-]S(=O)(=O)[O-].[Mg+2];0,065;-0,26;120,37
C9153;AKHALQJNHJAYRL-UHFFFAOYSA-N;OCCOc1ccccc1C(=O)N;0,066;0,86;181,19
C1570;HKOOXMFOFWEVGF-UHFFFAOYSA-N;NNc1ccccc1;0,07;1,75;108,14
C9154;VMKCJDKUSMBRND-UHFFFAOYSA-K;CC[N+](CCNc1nc(NCC[N+](CC)(CC)C)nc(n1)NCC[N+](CC)(CC)C)(CC)C.[I-].[I-].[I-];0,07;-6,2;849,46
C9155;WOLHOYHSEKDWQH-UHFFFAOYSA-N;NC12CC3CC(C2)CC(C1)C3.Cl;0,074;3,42;187,71
C9156;IWYDHOAUDWTVEP-UHFFFAOYSA-N;OC(c1ccccc1)C(=O)O;0,075;0,8;152,15
C9157;XHVAWZZCDCWGBK-BMZZJELJSA-M;OC[C@H]1OC([S-])[C@@H]([C@H]([C@@H]1O)O)O.[Au+];0,075;-2,67;392,18
C9158;SJIIDWBFRZACDQ-UHFFFAOYSA-N;SCc1ccccn1;0,078;1,51;125,19
C9159;OMAIORNZIIDXOB-UHFFFAOYSA-N;CC12COP(OC1)OC2;0,079;1,3;148,1
C1571;MSXVEPNJUHWQHW-UHFFFAOYSA-N;CCC(O)(C)C;0,079;1,17;88,15
C9160;VHJLVAABSRFDPM-IMJSIDKUSA-N;SC[C@@H]([C@H](CS)O)O;0,081;-0,43;154,25
C9161;OJIYIVCMRYCWSE-UHFFFAOYSA-M;CCCCCCCCCCCC[N+](CCOc1ccccc1)(C)C.[Br-];0,081;3,07;414,46
C9162;CYHOMWAPJJPNMW-DHBOJHSNSA-N;OC1C[C@@H]2CC[C@H](C1)N2C;0,082;0,54;141,21
C9163;BCYSNOFYSIJRNM-FGZKHVCBSA-N;OCC([C@H](C(=O)NCCC(=O)O)O)(C)C.OC[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H]([C@H]([C@@H]3N=C(N)N)O)N=C(N)N)O[C@H]([C@]2(O)CO)C)[C@H]([C@@H]([C@H]1O)O)NC;0,083;-5,83;802,83
C9164;NEVPGZLSKXATIM-UHFFFAOYSA-N;COP(=O)(N(C)C)OC;0,086;0,95;153,12
C9165;NCAIGTHBQTXTLR-UHFFFAOYSA-N;CC(Cc1ccccc1)(N)C.Cl;0,087;3,47;185,69
C9166;UNFWWIHTNXNPBV-WXKVUWSESA-N;CN[C@H]1[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@@]3(O[C@@H]2[C@H]([C@H]1O)NC)O;0,087;-2,14;332,35
C9167;YCAXNWFCHTZUMD-UHFFFAOYSA-N;CCC(OC(=O)c1ccccc1)(CN(C)C)C.Cl;0,088;3,38;271,78
C9168;PEOJOJMLYILUTC-UHFFFAOYSA-N;CCOC(=O)N1CCN(CC1)C.Cl;0,09;1,07;208,69
C9169;ZDQYSKICYIVCPN-UHFFFAOYSA-L;[O-]C(=O)CCC(=O)[O-].[Na+].[Na+];0,091;-2,73;162,05
C9170;RTKIYNMVFMVABJ-UHFFFAOYSA-L;CC[Hg]Sc1ccccc1C(=O)[O-].[Na+];0,091;1,58;404,81
C9171;CKKFZNCSQNYGKZ-UHFFFAOYSA-M;Brc1cccc(c1)C[N+](C)(C)C.[Br-];0,091;-0,34;309,04
C9172;ULOYWYMYAXXGKJ-UHFFFAOYSA-L;C(=C/C=[N+]/1\CC=CC1)C=CN1CC=CC1.C(=C/C=[N+]/1\CC=CC1)C=CN1CC=CC1.OC(=O)c1cc2ccccc2c(c1[O-])Cc1c([O-])c(cc2c1cccc2)C(=O)O.O;0,093;8,16;806,94
C9173;BALXUFOVQVENIU-GNAZCLTHSA-N;CN[C@H]([C@@H](c1ccccc1)O)C.Cl;0,093;2,52;201,69
C9174;LVDKZNITIUWNER-UHFFFAOYSA-N;OCC([N+](=O)[O-])(CO)Br;0,096;-0,14;199,99
C9175;WHMDPDGBKYUEMW-UHFFFAOYSA-N;S=c1cccc[nH]1;0,097;1,74;111,17
C9176;CXYRUNPLKGGUJF-OZVSTBQFSA-M;OC[C@H](c1ccccc1)C(=O)OC1C[C@@H]2[C@@H]3[C@H]([C@H](C1)[N+]2(C)C)O3.[Br-];0,098;-1,97;398,29
C9177;HZTMGWSBSDLALI-UHFFFAOYSA-N;CCCCN(C(=O)N1CCOCC1)CCN(C(=O)N1CCOCC1)CCCC;0,098;1,97;398,54
C1572;LFKDJXLFVYVEFG-UHFFFAOYSA-N;NC(=O)OC(C)(C)C;0,1;1,58;117,15
C9178;JNGIYILIWDVASL-UHFFFAOYSA-N;CN(CCOC(=O)c1cccnc1)C;0,102;0,8;194,23
C9179;ABWLRVJYVVQTGQ-BJMVGYQFSA-N;NC(=S)N/N=C/c1cccnc1;0,105;1,34;180,23
C9180;QTSJJDIDTYFLFC-BJMVGYQFSA-N;NC(=S)N/N=C/c1ccncc1;0,105;1,34;180,23
C9181;GXBCCUBTQFNGFA-BJMVGYQFSA-N;NC(=S)N/N=C/c1ccccn1;0,105;1,34;180,23
C9182;ZMRKFJJMIJVTLK-UHFFFAOYSA-L;C[N+]1(CCCC[n+]2ccc3c(c2)cccc3)CCCC1.[Br-].[Br-];0,107;-2,89;430,22
C9183;NLLGJEMIZSAJFN-AAFOHLTDSA-L;OC[C@H]([C@H]([C@@H]([C@H](C(S(=O)(=O)[O-])Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(S(=O)(=O)[O-])[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)O)O.[Na+].[Na+];0,107;-2,65;780,7
C1573;JWUJQDFVADABEY-RXMQYKEDSA-N;C[C@@H]1CCCO1;0,11;1,19;86,13
C1574;KZAUOCCYDRDERY-UITAMQMPSA-N;CNC(=O)O/N=C(/C(=O)N(C)C)\SC;0,11;0,5;219,26
C9184;WIMYYXRANPYBED-UHFFFAOYSA-N;CNN=CC;0,11;0,6;72,11
C9185;RLQPOUJATYVJJL-UHFFFAOYSA-N;OCC1CC2CCN1CC2.Cl;0,11;1,2;177,67
C9186;XMLNCADGRIEXPK-ZNHDNBJUSA-M;OCC(c1ccccc1)C(=O)OC1C[C@@H]2CC[C@H](C1)[N+]2(C)C.[Br-];0,11;-0,96;384,31
C9187;RRNJROHIFSLGRA-JEDNCBNOSA-N;CC(=O)O.NCCCC[C@@H](C(=O)O)N;0,11;1,02;206,24
C9188;KSCFJBIXMNOVSH-UHFFFAOYSA-N;OCC(Cn1cnc2c1c(=O)n(C)c(=O)n2C)O;0,11;-2,21;254,24
C9189;NIXKBAZVOQAHGC-UHFFFAOYSA-N;OS(=O)(=O)Cc1ccccc1;0,11;2,16;172,2
C9190;AFBBKYQYNPNMAT-UHFFFAOYSA-N;S=c1nc[nH][nH]1;0,11;0,47;101,13
C9191;WIQVPGFUYBUXNC-UHFFFAOYSA-N;COCc1c(CO)cnc(c1O)C.Cl;0,11;1,54;219,67
C9192;GHEZLRAEZRLJOX-UHFFFAOYSA-K;CC[N+](CCOc1ccc(cc1)OCC[N+](CC)(CC)CC)(CC)CC.[I-].[I-].[I-];0,11;-4,79;747,29
C9193;MTZAUZNQAMNFME-UHFFFAOYSA-N;COc1cc(C)oc(=O)c1;0,12;0,96;140,14
C9194;RPHZRUDLEUBFCM-UHFFFAOYSA-L;[O-]S(=O)(=O)CS(=O)(=O)[O-].[Ca+2];0,12;0,2;214,23
C9195;JOZZAIIGWFLONA-UHFFFAOYSA-N;CC(C(C)C)N;0,12;1,69;87,16
C9196;IKCYQNSSQXAQHC-UHFFFAOYSA-N;CCOC(=O)CON.Cl;0,13;0,94;155,58
C9197;QXWYKJLNLSIPIN-JGVFFNPUSA-N;OC(=O)[C@H]([C@@H](c1ccc(c(c1)O)O)O)N;0,13;0,24;213,19
C9198;OXQHGCWVMOLOBC-UHFFFAOYSA-N;Cc1cc(=O)c(=O)[nH][nH]1;0,13;-0,63;126,11
C9199;IFICQWLWXOGTPQ-UHFFFAOYSA-N;Cc1cccc(c1)OCC(=[NH2+])N.[Cl-];0,13;-2,81;200,67
C9200;HKVNQGYCUGIYTA-UHFFFAOYSA-N;O=C1C=CC=CC1=c1ocn[nH]1;0,14;0,13;162,15
C9201;YOEWQQVKRJEPAE-UHFFFAOYSA-L;O=C(OCC[N+](C)(C)C)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-];0,14;-5,73;361,31
C9202;WSDISUOETYTPRL-UHFFFAOYSA-N;OCN1C(=O)N(C(C1=O)(C)C)CO;0,14;-1,2;188,18
C9203;QTTSJXQSEQDDRB-UHFFFAOYSA-N;C[NH+]1CCc2c(C1)ccc(c2O)O.[Cl-];0,14;-1,76;215,68
C9204;URMJNZMQXGBIFX-UHFFFAOYSA-N;CN1CCc2c(C1)cc(c(c2)O)O.Cl;0,14;1,83;215,68
C9205;APPCGOGGJODGIM-UHFFFAOYSA-M;CC(C[N+](C)(C)C)OC(=O)c1ccccc1.[I-];0,14;-1,06;349,21
C9206;NXYZPLILSHUEBR-UHFFFAOYSA-N;O=C(NC1C=CC(OC1C(=O)O)n1ccc(nc1=O)N)CC1CCN(C(=N1)N)C;0,14;-0,7;405,41
C1575;NLHHRLWOUZZQLW-UHFFFAOYSA-N;C=CC#N;0,15;0,7;53,06
C1576;WBJINCZRORDGAQ-UHFFFAOYSA-N;CCOC=O;0,15;0,82;74,08
C9207;QYNMSPKSYXPZHG-UHFFFAOYSA-M;CCOC(=O)c1ccc(cc1)[O-].[Na+];0,15;2,01;188,16
C9208;SXDTZLOWSYNYRT-UHFFFAOYSA-N;COc1ccc(cc1)C(C(N)C)O.Cl;0,15;2,58;217,69
C9209;HMPUHXCGUHDVBI-UHFFFAOYSA-N;Cc1nnc(s1)N;0,15;1,01;115,16
C9210;AXFZADXWLMXITO-UHFFFAOYSA-N;CC(=O)NCCS;0,15;0,44;119,19
C9211;WCVPFJVXEXJFLB-UHFFFAOYSA-N;NCCCC(=O)N;0,15;0,61;102,14
C9212;QORQZMBCPRBCAB-UHFFFAOYSA-M;CCC(C1(CC)C(=O)NC(=NC1=O)[O-])C.[Na+];0,15;0,64;234,23
C9213;OZQDLJNDRVBCST-SHUUEZRQSA-N;OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ncc(nc1=O)N;0,15;-2,59;244,21
C9214;LRGJRHZIDJQFCL-UHFFFAOYSA-M;CC[N+](CC)(CC)CC.[OH-];0,15;1,71;147,26
C9215;YTGJWQPHMWSCST-UHFFFAOYSA-N;CC(C(=O)NCC(=O)O)S;0,16;-0,1;163,2
C9216;YECKGFONHTVTNM-UHFFFAOYSA-L;[S-]C(=S)NCCCCCCNC(=S)[S-].[Na+].[Na+];0,16;2,17;312,45
C9217;GXFAIFRPOKBQRV-GHXCTMGLSA-N;NCCC[C@@H](CC(=O)N[C@H]1CNC(=O)[C@@H](NC(=O)/C(=C/NC(=O)N)/NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CO)CO)[C@H]1C[C@H](O)N=C(N1)N)N;0,16;-3,89;685,69
C9218;CPJAUCNNLLTZAX-UHFFFAOYSA-N;CON=Cc1ccncc1;0,16;1,06;136,15
C9219;QGCAKXUASFKRJA-NRPADANISA-N;CN1C[C@H](C)C2=CC(=O)[C@H]([C@@H]2C1)C;0,16;1,27;179,26
C9220;QCFURRURLJLBAD-UHFFFAOYSA-L;CC[N+](CCCCCc1ccc(cc1)[N+](CC)(CC)CC)(CC)CC.[I-].[I-];0,17;-0,35;602,42
C9221;SYMHUEFSSMBHJA-UHFFFAOYSA-N;Cc1ncnc2c1[nH]cn2;0,17;0,66;134,14
C9222;AXOJRQLKMVSHHZ-UHFFFAOYSA-N;COC(=O)C1=CCCN(C1)C.Br;0,17;1,32;236,11
C9223;GVTLAVKAVSKBKK-UHFFFAOYSA-N;O=C(c1nccnc1)NCN1CCOCC1;0,17;-0,18;222,24
C9224;KQUQZJSQMSHWHP-SCLAZZCHSA-N;O[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2[N+](CC3)(C)C)ccc1O.[Br-];0,17;-1,69;380,28
C9225;BQULAXAVRFIAHN-PPHPATTJSA-N;CCOC(=O)[C@H](Cc1ccc(cc1)O)N.Cl;0,17;2,33;245,7
C9226;XFZHQCMTPGWYES-UHFFFAOYSA-L;COC(=O)C1C[N+]2(CCOCC[N+]34CCC(CC3)C(C4)C(=O)OC)CCC1CC2.[I-].[I-];0,17;-5,01;664,36
C9227;SUPLROXPVQPDDY-UHFFFAOYSA-N;FCCNCCF.Br;0,17;1,86;190,03
C9228;XRVCFZPJAHWYTB-UHFFFAOYSA-N;CCC(CO)(CO)CC;0,17;0,78;132,2
C9229;UVSAFUWNKNTPOZ-UHFFFAOYSA-L;CC[N+](CCNc1nc(NCC[N+](CC)(CC)CC)nc(n1)Cl)(CC)CC.[I-].[I-];0,18;-2,74;655,83
C9230;BHRZNVHARXXAHW-UHFFFAOYSA-N;CCC(N)C;0,18;1,44;73,14
C9231;NXJOFTRBTBDSHB-UHFFFAOYSA-N;CN1CCCN(CC1)C(=S)SSC(=S)N1CCCN(CC1)C;0,18;1,96;378,64
C9232;YYBNDIVPHIWTPK-KYJQVDHRSA-N;OS(=O)(=O)O.CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN([C@@H]1N2C)C.CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN([C@@H]1N2C)C;0,18;4,76;648,77
C9233;XUFXOAAUWZOOIT-UGEKTDRHSA-N;OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)O)N[C@H]1C=C(CO)[C@H]([C@@H]([C@H]1O)O)O)O)O;0,19;-8,17;645,61
C9234;MRBFGEHILMYPTF-UHFFFAOYSA-N;N1CCN(CC1)c1ncccn1;0,19;0,28;164,21
C9235;HNHUULCIDMFRCJ-UHFFFAOYSA-N;CCC(c1ccccn1)C(=S)N.Cl;0,19;3,36;216,73
C9236;HLKXYZVTANABHZ-REOHCLBHSA-N;OC(=O)C[C@@H](C(=O)O)NC(=O)N;0,19;-0,33;176,13
C9237;DJQOOSBJCLSSEY-UHFFFAOYSA-N;[O-][n+]1cc(ncc1C)C(=O)O;0,19;0,52;154,12
C9238;SWAHCTPCIUXXTQ-UHFFFAOYSA-N;OC(=O)CCN1C(=S)SCC1=O;0,19;0,26;205,26
C9239;ACTRVOBWPAIOHC-XIXRPRMCSA-N;S[C@H]([C@@H](C(=O)O)S)C(=O)O;0,19;-0,25;182,22
C9240;SCHKAKNJXBPJHD-HKJHEKHQSA-N;NCCCC(CC(=O)NCCCC(CC(=O)NC1[C@@H](O[C@@H]([C@@H]([C@H]1O)OC(=O)N)CO)NC1=N[C@H]2[C@H](N1)[C@H](O)CNC2=O)N)N;0,2;-2,07;630,69
C9241;SCHKAKNJXBPJHD-SNQQVPMJSA-N;NCCC[C@@H](CC(=O)NCCC[C@@H](CC(=O)N[C@H]1[C@@H](O[C@@H]([C@@H]([C@H]1O)OC(=O)N)CO)NC1=N[C@H]2[C@H](N1)[C@H](O)CNC2=O)N)N;0,2;-2,07;630,69
C9242;JVWYCUBGJVOEIZ-UHFFFAOYSA-N;CCOc1ccc(cc1)N.Cl;0,2;3,05;173,64
C9243;XUYPXLNMDZIRQH-LURJTMIESA-N;CSCC[C@@H](C(=O)O)NC(=O)C;0,2;0,72;191,25
C9244;MIZIOHLLYXVEHJ-UHFFFAOYSA-N;OCCN(Cc1ccccc1)CCO;0,2;0,47;195,26
C9245;YGIPNGHJLVOBQO-UHFFFAOYSA-N;OCCNC(C(c1ccccc1)O)C.Cl;0,2;1,88;231,72
C9246;DJDFFEBSKJCGHC-UHFFFAOYSA-N;C1CN=C(N1)Cc1cccc2c1cccc2.Cl;0,2;2,95;246,74
C9247;UOZODPSAJZTQNH-LSWIJEOBSA-N;OC[C@H]1O[C@H]([C@@H]([C@@H]1O[C@H]1O[C@@H](CN)[C@H]([C@@H]([C@H]1N)O)O)O)O[C@@H]1[C@@H](O)[C@H](N)C[C@@H]([C@H]1O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1N)O)O)N;0,21;-5,36;615,63
C9248;DYDCUQKUCUHJBH-UHFFFAOYSA-N;NC1CONC1=O;0,21;-0,6;102,09
C9249;DYDCUQKUCUHJBH-REOHCLBHSA-N;N[C@H]1CONC1=O;0,21;-0,6;102,09
C9250;PGBHMTALBVVCIT-VCIWKGPPSA-N;OC[C@H]1O[C@H]([C@@H]([C@@H]1O[C@H]1O[C@@H](CN)[C@H]([C@@H]([C@H]1N)O)O)O)O[C@@H]1[C@@H](O)[C@H](N)C[C@@H]([C@H]1O[C@H]1O[C@H](CN)[C@H]([C@@H]([C@H]1N)O)O)N;0,21;-4,69;614,64
C9251;UCPVOMHRDXMAIZ-UHFFFAOYSA-M;CC(=O)Nc1c(I)cc(c(c1I)C(=O)[O-])I.[Na+];0,21;1,9;578,84
